"dataset","sim","method","mse"
"Ailerons",12,"SSS",2.75501019093214e-08
"Ailerons",13,"SSS",2.78575518584422e-08
"Ailerons",14,"SSS",2.77351311755956e-08
"Ailerons",15,"SSS",2.7588493163776e-08
"Ailerons",16,"SSS",2.75311430843496e-08
"Ailerons",17,"SSS",2.7606563519858e-08
"Ailerons",18,"SSS",2.75294725620451e-08
"Ailerons",19,"SSS",2.74671031178536e-08
"Ailerons",20,"SSS",2.75821778093723e-08
"Ailerons",21,"SSS",2.76100384899884e-08
"Ailerons",22,"SSS",2.76140785820418e-08
"Ailerons",23,"SSS",2.75724690239855e-08
"Ailerons",24,"SSS",2.74904187756841e-08
"Ailerons",25,"SSS",2.77205924398214e-08
"Ailerons",26,"SSS",2.76612238646571e-08
"Ailerons",27,"SSS",2.74161024735715e-08
"Ailerons",28,"SSS",2.7329511092889e-08
"Ailerons",29,"SSS",2.74111205872188e-08
"Ailerons",30,"SSS",2.76453053574076e-08
"Ailerons",31,"SSS",2.76853755116433e-08
"Ailerons",32,"SSS",2.7534948496119e-08
"Ailerons",33,"SSS",2.77512997646439e-08
"Ailerons",34,"SSS",2.76326015820806e-08
"Ailerons",35,"SSS",2.75334300654815e-08
"Ailerons",36,"SSS",2.77040841281925e-08
"Ailerons",37,"SSS",2.75937991677823e-08
"Ailerons",38,"SSS",2.75848618161264e-08
"Ailerons",39,"SSS",2.77735573523342e-08
"Ailerons",40,"SSS",2.75597143901545e-08
"Ailerons",41,"SSS",2.75169815739656e-08
"Ailerons",42,"SSS",2.76501346509022e-08
"Ailerons",43,"SSS",2.77259309785923e-08
"Ailerons",44,"SSS",2.765575933403e-08
"Ailerons",45,"SSS",2.75177486877984e-08
"Ailerons",46,"SSS",2.73756618744007e-08
"Ailerons",47,"SSS",2.75090436890589e-08
"Ailerons",48,"SSS",2.7582398298436e-08
"Ailerons",49,"SSS",2.73280612501105e-08
"Ailerons",50,"SSS",2.77210706233066e-08
"Ailerons",1,"ER",3.06183415962009e-08
"Ailerons",2,"ER",3.05436966609868e-08
"Ailerons",3,"ER",3.04945844109399e-08
"Ailerons",4,"ER",3.04806478334488e-08
"Ailerons",5,"ER",3.02334650183544e-08
"Ailerons",6,"ER",3.05313734711483e-08
"Ailerons",7,"ER",3.06226804506466e-08
"Ailerons",8,"ER",3.02422451890803e-08
"Ailerons",9,"ER",3.0843296230488e-08
"Ailerons",10,"ER",3.06046756662294e-08
"Ailerons",11,"ER",3.02329097236307e-08
"Ailerons",12,"ER",3.05283309864465e-08
"Ailerons",13,"ER",3.05836313203812e-08
"Ailerons",14,"ER",3.0305705978318e-08
"Ailerons",15,"ER",3.04634271455859e-08
"Ailerons",16,"ER",3.05076991007339e-08
"Ailerons",17,"ER",3.02966281228434e-08
"Ailerons",18,"ER",3.05329279997166e-08
"Ailerons",19,"ER",3.03077217543188e-08
"Ailerons",20,"ER",3.0810197143703e-08
"Ailerons",21,"ER",3.06376104337469e-08
"Ailerons",22,"ER",3.06997874992822e-08
"Ailerons",23,"ER",3.0507754903274e-08
"Ailerons",24,"ER",3.08051356805678e-08
"Ailerons",25,"ER",3.06033208934253e-08
"Ailerons",26,"ER",3.04719790067581e-08
"Ailerons",27,"ER",3.0610958008255e-08
"Ailerons",28,"ER",3.04882839765649e-08
"Ailerons",29,"ER",3.06314525830526e-08
"Ailerons",30,"ER",3.03312782742309e-08
"Ailerons",31,"ER",3.05152037470767e-08
"Ailerons",32,"ER",3.01491601140739e-08
"Ailerons",33,"ER",3.08843220307241e-08
"Ailerons",34,"ER",3.02860692178181e-08
"Ailerons",35,"ER",3.0374617258834e-08
"Ailerons",36,"ER",3.04762453121841e-08
"Ailerons",37,"ER",3.08094751538683e-08
"Ailerons",38,"ER",3.06429376875046e-08
"Ailerons",39,"ER",3.05212464964653e-08
"Ailerons",40,"ER",3.04304468306695e-08
"Ailerons",41,"ER",3.05283087570874e-08
"Ailerons",42,"ER",3.01620949765338e-08
"Ailerons",43,"ER",3.06139728229536e-08
"Ailerons",44,"ER",3.06302946616876e-08
"Ailerons",45,"ER",3.07092391372127e-08
"Ailerons",46,"ER",3.04636333713423e-08
"Ailerons",47,"ER",3.03620859655792e-08
"Ailerons",48,"ER",3.04470137616592e-08
"Ailerons",49,"ER",3.0414463623415e-08
"Ailerons",50,"ER",3.04796524927858e-08
"Ailerons",1,"AR",4.10772702542144e-08
"Ailerons",2,"AR",4.05012035776079e-08
"Ailerons",3,"AR",4.02745917500067e-08
"Ailerons",4,"AR",4.06313227134925e-08
"Ailerons",5,"AR",4.00407955900997e-08
"Ailerons",6,"AR",4.11931840326148e-08
"Ailerons",7,"AR",4.08563569096105e-08
"Ailerons",8,"AR",4.03995422011177e-08
"Ailerons",9,"AR",4.08972664789947e-08
"Ailerons",10,"AR",4.02406706370623e-08
"Ailerons",11,"AR",4.06014772395137e-08
"Ailerons",12,"AR",4.02623070386962e-08
"Ailerons",13,"AR",3.99494859794962e-08
"Ailerons",14,"AR",4.06399379062375e-08
"Ailerons",15,"AR",3.99034743237765e-08
"Ailerons",16,"AR",4.01213068706569e-08
"Ailerons",17,"AR",4.04866546786451e-08
"Ailerons",18,"AR",4.02938646326296e-08
"Ailerons",19,"AR",3.99782505040244e-08
"Ailerons",20,"AR",4.02541679580146e-08
"Ailerons",21,"AR",4.07222049327621e-08
"Ailerons",22,"AR",4.01029570037938e-08
"Ailerons",23,"AR",4.04425007341874e-08
"Ailerons",24,"AR",4.02006851085338e-08
"Ailerons",25,"AR",3.99732660575901e-08
"Ailerons",26,"AR",4.04960700345537e-08
"Ailerons",27,"AR",4.04733256479893e-08
"Ailerons",28,"AR",4.01005218628237e-08
"Ailerons",29,"AR",4.00974030428247e-08
"Ailerons",30,"AR",4.07536528539979e-08
"Ailerons",31,"AR",4.04785538054424e-08
"Ailerons",32,"AR",3.97664183752603e-08
"Ailerons",33,"AR",4.05898952811807e-08
"Ailerons",34,"AR",4.06346454078592e-08
"Ailerons",35,"AR",3.96479613814117e-08
"Ailerons",36,"AR",4.00655724695054e-08
"Ailerons",37,"AR",3.99540655830964e-08
"Ailerons",38,"AR",4.06250149571298e-08
"Ailerons",39,"AR",4.10981639409499e-08
"Ailerons",40,"AR",3.96308081186893e-08
"Ailerons",41,"AR",4.02900649994976e-08
"Ailerons",42,"AR",3.94927728880043e-08
"Ailerons",43,"AR",4.01627354760376e-08
"Ailerons",44,"AR",4.02594378198154e-08
"Ailerons",45,"AR",4.10907831682398e-08
"Ailerons",46,"AR",4.0809963102614e-08
"Ailerons",47,"AR",4.02914132853513e-08
"Ailerons",48,"AR",3.983244436328e-08
"Ailerons",49,"AR",4.05578726610268e-08
"Ailerons",50,"AR",4.06299091871095e-08
