"dataset","sim","method","misclass","auc"
"German",21,"ER",0.241,0.800314285714286
"German",22,"ER",0.246,0.798633333333333
"German",23,"ER",0.251,0.79327619047619
"German",24,"ER",0.248,0.799928571428571
"German",25,"ER",0.241,0.799857142857143
"German",26,"ER",0.253,0.796533333333333
"German",27,"ER",0.251,0.798638095238095
"German",28,"ER",0.249,0.797909523809524
"German",29,"ER",0.245,0.798742857142857
"German",30,"ER",0.242,0.794919047619048
"German",31,"ER",0.242,0.798657142857143
"German",32,"ER",0.243,0.800209523809524
"German",33,"ER",0.248,0.796733333333333
"German",34,"ER",0.248,0.796923809523809
"German",35,"ER",0.246,0.79427619047619
"German",36,"ER",0.247,0.795595238095238
"German",37,"ER",0.241,0.797728571428571
"German",38,"ER",0.242,0.795766666666667
"German",39,"ER",0.247,0.800195238095238
"German",40,"ER",0.248,0.799547619047619
"German",41,"ER",0.247,0.80157619047619
"German",42,"ER",0.246,0.79807619047619
"German",43,"ER",0.249,0.798557142857143
"German",44,"ER",0.251,0.796957142857143
"German",45,"ER",0.249,0.799842857142857
"German",46,"ER",0.25,0.801495238095238
"German",47,"ER",0.244,0.795714285714286
"German",48,"ER",0.249,0.794480952380952
"German",49,"ER",0.245,0.797609523809524
"German",50,"ER",0.249,0.794666666666667
"German",1,"AR",0.254,0.789933333333333
"German",2,"AR",0.256,0.78922380952381
"German",3,"AR",0.25,0.791095238095238
"German",4,"AR",0.249,0.790671428571429
"German",5,"AR",0.248,0.791923809523809
"German",6,"AR",0.25,0.790452380952381
"German",7,"AR",0.252,0.790490476190476
"German",8,"AR",0.25,0.791319047619048
"German",9,"AR",0.252,0.791628571428571
"German",10,"AR",0.249,0.793214285714286
"German",11,"AR",0.249,0.789652380952381
"German",12,"AR",0.245,0.793780952380952
"German",13,"AR",0.246,0.789471428571429
"German",14,"AR",0.251,0.791371428571429
"German",15,"AR",0.251,0.794547619047619
"German",16,"AR",0.25,0.790252380952381
"German",17,"AR",0.25,0.789728571428571
"German",18,"AR",0.248,0.789752380952381
"German",19,"AR",0.248,0.791604761904762
"German",20,"AR",0.248,0.789880952380952
"German",21,"AR",0.247,0.793633333333333
"German",22,"AR",0.248,0.794533333333333
"German",23,"AR",0.249,0.789595238095238
"German",24,"AR",0.249,0.791538095238095
"German",25,"AR",0.253,0.791809523809524
"German",26,"AR",0.251,0.7912
"German",27,"AR",0.249,0.792371428571429
"German",28,"AR",0.252,0.790695238095238
"German",29,"AR",0.25,0.793509523809524
"German",30,"AR",0.258,0.790657142857143
"German",31,"AR",0.249,0.792852380952381
"German",32,"AR",0.248,0.792909523809524
"German",33,"AR",0.254,0.792066666666667
"German",34,"AR",0.25,0.789228571428571
"German",35,"AR",0.25,0.791361904761905
"German",36,"AR",0.252,0.791847619047619
"German",37,"AR",0.255,0.7944
"German",38,"AR",0.249,0.79157619047619
"German",39,"AR",0.255,0.789485714285714
"German",40,"AR",0.251,0.791342857142857
"German",41,"AR",0.252,0.793147619047619
"German",42,"AR",0.248,0.793642857142857
"German",43,"AR",0.25,0.792509523809524
"German",44,"AR",0.251,0.792104761904762
"German",45,"AR",0.254,0.793180952380952
"German",46,"AR",0.25,0.790590476190476
"German",47,"AR",0.245,0.789852380952381
"German",48,"AR",0.253,0.792138095238095
"German",49,"AR",0.249,0.790295238095238
"German",50,"AR",0.252,0.78927619047619
