"dataset","sim","method","mse"
"Ailerons",17,"ER",3.02341022666117e-08
"Ailerons",18,"ER",3.01781563239471e-08
"Ailerons",19,"ER",3.03233847677384e-08
"Ailerons",20,"ER",3.01908777547465e-08
"Ailerons",21,"ER",3.01783831370783e-08
"Ailerons",22,"ER",3.02232312129427e-08
"Ailerons",23,"ER",3.05206176652822e-08
"Ailerons",24,"ER",3.00957685619494e-08
"Ailerons",25,"ER",3.02437544073196e-08
"Ailerons",26,"ER",3.03295522404783e-08
"Ailerons",27,"ER",3.04854229511588e-08
"Ailerons",28,"ER",3.02558892743341e-08
"Ailerons",29,"ER",2.99546062320221e-08
"Ailerons",30,"ER",3.01908875396427e-08
"Ailerons",31,"ER",3.05248864947068e-08
"Ailerons",32,"ER",2.99999519819335e-08
"Ailerons",33,"ER",3.02726170668499e-08
"Ailerons",34,"ER",3.0433424639094e-08
"Ailerons",35,"ER",3.02255527799417e-08
"Ailerons",36,"ER",3.04690096221711e-08
"Ailerons",37,"ER",3.05460337151278e-08
"Ailerons",38,"ER",3.02663983901413e-08
"Ailerons",39,"ER",3.02661815972537e-08
"Ailerons",40,"ER",3.02202295276837e-08
"Ailerons",41,"ER",3.03738143487466e-08
"Ailerons",42,"ER",3.02231857291342e-08
"Ailerons",43,"ER",3.01335051087115e-08
"Ailerons",44,"ER",3.00605454131353e-08
"Ailerons",45,"ER",3.0448795248359e-08
"Ailerons",46,"ER",3.03033893409549e-08
"Ailerons",47,"ER",3.03001444121888e-08
"Ailerons",48,"ER",3.0439169385699e-08
"Ailerons",49,"ER",3.02251390523325e-08
"Ailerons",50,"ER",3.02203664955205e-08
"Ailerons",1,"AR",3.60630899461159e-08
"Ailerons",2,"AR",3.61729709824244e-08
"Ailerons",3,"AR",3.64901454253372e-08
"Ailerons",4,"AR",3.64212911365132e-08
"Ailerons",5,"AR",3.63161573196097e-08
"Ailerons",6,"AR",3.65374444601302e-08
"Ailerons",7,"AR",3.70848471210573e-08
"Ailerons",8,"AR",3.62927499284845e-08
"Ailerons",9,"AR",3.63091340947331e-08
"Ailerons",10,"AR",3.64802088104104e-08
"Ailerons",11,"AR",3.62584203144174e-08
"Ailerons",12,"AR",3.64994274886518e-08
"Ailerons",13,"AR",3.63208729512751e-08
"Ailerons",14,"AR",3.66596807454141e-08
"Ailerons",15,"AR",3.61530201896149e-08
"Ailerons",16,"AR",3.66771543160564e-08
"Ailerons",17,"AR",3.62780901305457e-08
"Ailerons",18,"AR",3.61988227676857e-08
"Ailerons",19,"AR",3.66047048447857e-08
"Ailerons",20,"AR",3.61558514801956e-08
"Ailerons",21,"AR",3.62261390577142e-08
"Ailerons",22,"AR",3.63088291457786e-08
"Ailerons",23,"AR",3.63494137437346e-08
"Ailerons",24,"AR",3.63749112552041e-08
"Ailerons",25,"AR",3.58707434486497e-08
"Ailerons",26,"AR",3.63047824015033e-08
"Ailerons",27,"AR",3.63963614203771e-08
"Ailerons",28,"AR",3.65318472655147e-08
"Ailerons",29,"AR",3.58164993144964e-08
"Ailerons",30,"AR",3.67671226102404e-08
"Ailerons",31,"AR",3.66020423806425e-08
"Ailerons",32,"AR",3.60669643574409e-08
"Ailerons",33,"AR",3.63161039117304e-08
"Ailerons",34,"AR",3.64053657826197e-08
"Ailerons",35,"AR",3.6197252668796e-08
"Ailerons",36,"AR",3.60993516411542e-08
"Ailerons",37,"AR",3.61900893641471e-08
"Ailerons",38,"AR",3.64756821873037e-08
"Ailerons",39,"AR",3.63228719457506e-08
"Ailerons",40,"AR",3.64307717336989e-08
"Ailerons",41,"AR",3.62990561381028e-08
"Ailerons",42,"AR",3.66134672052168e-08
"Ailerons",43,"AR",3.65526771048779e-08
"Ailerons",44,"AR",3.66255463349956e-08
"Ailerons",45,"AR",3.60085799897416e-08
"Ailerons",46,"AR",3.65692372213828e-08
"Ailerons",47,"AR",3.62871165613267e-08
"Ailerons",48,"AR",3.66164066108485e-08
"Ailerons",49,"AR",3.69686486591537e-08
"Ailerons",50,"AR",3.66748462153048e-08
